$keys right_InnerSquint left_InnerSquint right_OuterSquint left_OuterSquint right_BrowInV left_BrowInV right_BrowOutV left_BrowOutV right_Frown left_Frown right_NoseV left_NoseV right_NostrilFlare left_NostrilFlare right_CheekV left_CheekV right_CheekH left_CheekH right_LipsV left_LipsV right_LipLoV left_LipLoV right_LipUpV left_LipUpV right_Platysmus left_Platysmus right_LipCnrTwst left_LipCnrTwst right_Dimple left_Dimple right_FoldLipLo left_FoldLipLo right_FoldLipUp left_FoldLipUp right_PuckerLipLo left_PuckerLipLo right_PuckerLipUp left_PuckerLipUp right_LipStick left_LipStick right_PuffLipLo left_PuffLipLo right_PuffLipUp left_PuffLipUp JawV JawD JawH right_ScalpD left_ScalpD right_Smile left_Smile multi_Smile TongueV TongueD TongueH TongueCurl TongueFunnel TongueWidth right_CloseLid left_CloseLid multi_CloseLid blink 
$hasweighting
$normalized
"WQ" 	"_" 	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.42308	1.000	0.42308	1.000	0.44615	1.000	0.44615	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.38205	1.000	0.38205	1.000	0.83590	1.000	0.83590	1.000	0.91282	1.000	0.91282	1.000	0.70256	1.000	0.70256	1.000	0.25128	1.000	0.25128	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.92051	1.000	0.69744	1.000	0.51538	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	"WQ"
"AW" 	"0x251"	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.89487	1.000	0.89487	1.000	0.88205	1.000	0.88205	1.000	0.42308	1.000	0.42308	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.69744	1.000	0.69744	1.000	0.63846	1.000	0.63846	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	1.00000	1.000	0.62051	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"fAther : low back unrounded vowel"
"UH" 	"0x28a"	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.32667	1.000	0.32667	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.21538	1.000	0.21538	1.000	0.79173	1.000	0.79173	1.000	0.80769	1.000	0.80769	1.000	0.00000	1.000	0.00000	1.000	0.48974	1.000	0.48974	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	1.00000	1.000	0.66500	1.000	0.51538	1.000	0.50000	0.000	0.50000	0.000	0.25641	1.000	0.25641	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"bOOk : semi-high back rounded vowel"
"OH" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.64462	1.000	0.64462	1.000	0.70256	1.000	0.70256	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.21538	1.000	0.21538	1.000	0.81737	1.000	0.81737	1.000	1.00000	1.000	1.00000	1.000	0.00000	1.000	0.00000	1.000	0.48974	1.000	0.48974	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	1.00000	1.000	0.66500	1.000	0.51538	1.000	0.50000	0.000	0.50000	0.000	0.25641	1.000	0.25641	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"OH"
"GK" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.49744	1.000	0.49744	1.000	0.76722	1.000	0.84872	1.000	0.36154	1.000	0.36154	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.83077	1.000	0.83077	1.000	1.00000	1.000	1.00000	1.000	1.00000	1.000	1.00000	1.000	1.00000	1.000	1.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.37949	1.000	0.74872	1.000	0.52821	1.000	0.50000	0.000	0.50000	0.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"GK"
"T" 	"t" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.49881	1.000	0.49881	1.000	0.71027	1.000	0.74646	1.000	0.39856	1.000	0.39856	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.65351	1.000	0.65351	1.000	0.58590	1.000	0.58590	1.000	1.00000	1.000	1.00000	1.000	0.46410	1.000	0.46410	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.44407	1.000	0.27953	1.000	0.51309	1.000	0.50000	0.000	0.50000	0.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"Talk : voiceless bilabial stop"
"N" 	"n" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.34135	1.000	0.34135	1.000	0.86594	1.000	0.86594	1.000	0.78192	1.000	0.78192	1.000	0.12564	1.000	0.12564	1.000	0.00000	1.000	0.00000	1.000	0.80000	1.000	0.80000	1.000	0.22968	1.000	0.22968	1.000	0.14872	1.000	0.14872	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.38874	1.000	0.76368	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.25032	1.000	0.25032	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"No : voiced alveolar nasal"
"TH" 	"0x3b8"	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.30000	1.000	0.30000	1.000	0.60907	1.000	0.60907	1.000	0.87469	1.000	0.91056	1.000	0.20882	1.000	0.20882	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.80479	1.000	0.80479	1.000	0.38333	1.000	0.38333	1.000	0.58718	1.000	0.58718	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.37997	1.000	0.73082	1.000	0.51309	1.000	0.50000	0.000	0.50000	0.000	0.57692	1.000	0.57692	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"THin : voiceless dental fricative"
"EE" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.58750	1.000	0.58750	1.000	0.79671	1.000	0.79671	1.000	0.80756	1.000	0.80756	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.15679	1.000	0.15679	1.000	0.10769	1.000	0.10769	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.62464	1.000	0.75599	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.38878	1.000	0.38878	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"EE"
"Y" 	"j" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.13077	1.000	0.13077	1.000	0.85898	1.000	0.85898	1.000	0.80256	1.000	0.80256	1.000	0.30256	1.000	0.30256	1.000	0.00000	1.000	0.00000	1.000	0.83846	1.000	0.83846	1.000	0.11282	1.000	0.11282	1.000	0.19231	1.000	0.19231	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.32564	1.000	0.85385	1.000	0.54103	1.000	0.50000	0.000	0.50000	0.000	0.55128	1.000	0.55128	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"Yacht : voiced palatal approximant"
"LTH" 	"_" 	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.63081	1.000	0.63081	1.000	0.66546	1.000	0.66546	1.000	0.69928	1.000	0.69928	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.20250	1.000	0.20250	1.000	0.38492	1.000	0.38492	1.000	0.41132	1.000	0.41132	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.53655	1.000	0.78506	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.21149	1.000	0.21149	1.000	0.50000	1.000	0.90513	1.000	0.40000	1.000	0.58462	1.000	0.64103	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"LTH"
"AH" 	"0x28c"	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	1.000	0.50000	1.000	0.76259	1.000	0.76259	1.000	0.86496	1.000	0.86496	1.000	0.16923	1.000	0.16923	1.000	0.00000	1.000	0.00000	1.000	0.38205	1.000	0.38205	1.000	0.53411	1.000	0.53411	1.000	0.25796	1.000	0.25796	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	1.00000	1.000	0.72051	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.21795	1.000	0.21795	1.000	0.50000	1.000	0.00000	1.000	0.04359	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.50000	1.000	0.50000	0.000	0.50000	0.000	0.000	0.000	0.000	0.000	"cUt : lower-mid back unrounded vowel"
