$keys right_ScalpD left_ScalpD right_InnerSquint left_InnerSquint right_OuterSquint left_OuterSquint right_BrowInV left_BrowInV right_BrowOutV left_BrowOutV right_Frown left_Frown right_NoseV left_NoseV right_NostrilFlare left_NostrilFlare right_CheekV left_CheekV right_CheekH left_CheekH JawD JawH JawV right_LipsV left_LipsV right_LipUpV left_LipUpV right_LipLoV left_LipLoV right_Platysmus left_Platysmus right_FoldLipUp left_FoldLipUp right_FoldLipLo left_FoldLipLo right_PuckerLipUp left_PuckerLipUp right_PuckerLipLo left_PuckerLipLo right_LipCnrTwst left_LipCnrTwst right_Dimple left_Dimple right_LipStick left_LipStick right_PuffLipUp left_PuffLipUp right_PuffLipLo left_PuffLipLo right_Smile left_Smile multi_Smile TongueV TongueD TongueH TongueCurl TongueFunnel TongueWidth 
$hasweighting
$normalized
"er2" 	"0x25d"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.66900	1.000	0.50000	1.000	0.67150	1.000	0.53500	1.000	0.53500	1.000	0.62750	1.000	0.62750	1.000	0.69350	1.000	0.69350	1.000	0.00000	1.000	0.00000	1.000	0.62750	1.000	0.62750	1.000	0.66500	1.000	0.66500	1.000	0.72000	1.000	0.72000	1.000	0.69750	1.000	0.69750	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"URn : rhotacized lower-mid central vowel"
"dh" 	"0xf0"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.78506	1.000	0.50000	1.000	0.53655	1.000	0.63081	1.000	0.63081	1.000	0.69928	1.000	0.69928	1.000	0.66546	1.000	0.66546	1.000	0.00000	1.000	0.00000	1.000	0.41132	1.000	0.41132	1.000	0.38492	1.000	0.38492	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.20250	1.000	0.20250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.21149	1.000	0.21149	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"THen : voiced dental fricative"
"th" 	"0x3b8"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.78506	1.000	0.50000	1.000	0.53655	1.000	0.63081	1.000	0.63081	1.000	0.69928	1.000	0.69928	1.000	0.66546	1.000	0.66546	1.000	0.00000	1.000	0.00000	1.000	0.41132	1.000	0.41132	1.000	0.38492	1.000	0.38492	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.20250	1.000	0.20250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.21149	1.000	0.21149	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"THin : voiceless dental fricative"
"sh" 	"0x283"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.72500	1.000	0.50000	1.000	0.49100	1.000	0.72500	1.000	0.72500	1.000	0.56750	1.000	0.56750	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.81950	1.000	0.81950	1.000	0.89950	1.000	0.89950	1.000	0.25950	1.000	0.25950	1.000	0.63700	1.000	0.63700	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"SHe : voiceless postalveolar fricative"
"jh" 	"0x2a4"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.72500	1.000	0.50000	1.000	0.49100	1.000	0.72500	1.000	0.72500	1.000	0.56750	1.000	0.56750	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.81950	1.000	0.81950	1.000	0.89950	1.000	0.89950	1.000	0.25950	1.000	0.25950	1.000	0.63700	1.000	0.63700	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Joy : voiced postalveolar afficate"
"ch" 	"0x2a7"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.72500	1.000	0.50000	1.000	0.49100	1.000	0.72500	1.000	0.72500	1.000	0.56750	1.000	0.56750	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.81950	1.000	0.81950	1.000	0.89950	1.000	0.89950	1.000	0.25950	1.000	0.25950	1.000	0.63700	1.000	0.63700	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	0.000	0.00000	0.000	0.000	0.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"CHin : voiceless postalveolar affricate"
"s" 	"s" 	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.67650	1.000	0.50000	1.000	0.49900	1.000	0.58750	1.000	0.58750	1.000	0.90500	1.000	0.90500	1.000	0.76850	1.000	0.76850	1.000	0.06000	1.000	0.06000	1.000	0.18500	1.000	0.18500	1.000	0.34250	1.000	0.34250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.33750	1.000	0.33750	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Sit : voiceless alveolar fricative"
"z" 	"z" 	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.67650	1.000	0.50000	1.000	0.49900	1.000	0.58750	1.000	0.58750	1.000	0.90500	1.000	0.90500	1.000	0.76850	1.000	0.76850	1.000	0.06000	1.000	0.06000	1.000	0.18500	1.000	0.18500	1.000	0.34250	1.000	0.34250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.33750	1.000	0.33750	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Zap : voiced alveolar fricative"
"d" 	"d" 	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.67650	1.000	0.50000	1.000	0.49900	1.000	0.58750	1.000	0.58750	1.000	0.90500	1.000	0.90500	1.000	0.76850	1.000	0.76850	1.000	0.06000	1.000	0.06000	1.000	0.18500	1.000	0.18500	1.000	0.34250	1.000	0.34250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.33750	1.000	0.33750	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Dig : voiced bilabial stop"
"d2" 	"0x27e"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.67650	1.000	0.50000	1.000	0.49900	1.000	0.58750	1.000	0.58750	1.000	0.90500	1.000	0.90500	1.000	0.76850	1.000	0.76850	1.000	0.06000	1.000	0.06000	1.000	0.18500	1.000	0.18500	1.000	0.34250	1.000	0.34250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.000	0.000	0.000	0.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.33750	1.000	0.33750	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Dig : voiced alveolar flap or tap"
"l" 	"l" 	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.78506	1.000	0.50000	1.000	0.53655	1.000	0.63081	1.000	0.63081	1.000	0.69928	1.000	0.69928	1.000	0.66546	1.000	0.66546	1.000	0.00000	1.000	0.00000	1.000	0.41132	1.000	0.41132	1.000	0.38492	1.000	0.38492	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.20250	1.000	0.20250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.21149	1.000	0.21149	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Lid : voiced alveolar lateral approximant"
"l2" 	"0x26b"	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.78506	1.000	0.50000	1.000	0.53655	1.000	0.63081	1.000	0.63081	1.000	0.69928	1.000	0.69928	1.000	0.66546	1.000	0.66546	1.000	0.00000	1.000	0.00000	1.000	0.41132	1.000	0.41132	1.000	0.38492	1.000	0.38492	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.20250	1.000	0.20250	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.21149	1.000	0.21149	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"Lid : velarized voiced alveolar lateral approximant"
"n" 	"n" 	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.50000	1.000	0.50000	1.000	0.47052	1.000	0.50000	1.000	0.54009	1.000	0.50000	1.000	0.50000	1.000	0.71301	1.000	0.71301	1.000	0.71340	1.000	0.71340	1.000	0.20279	1.000	0.20279	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.50000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.00000	1.000	0.37532	1.000	0.37532	1.000	0.50000	1.000	0.00000	0.000	0.50000	0.000	0.50000	0.000	0.50000	0.000	0.00000	0.000	0.50000	0.000	"No : voiced alveolar nasal"
